pt range	chiso range	DataNumber	FakeNumber	TrueNumber	fitFake_number	fitTrue_number	closureFake_test	closureTrue_test
40 <pt<60 	5<chiso range<12 	70.1582	7.62912	38.4172	5.89989	40.1236	0.841966	0.24459
40 <pt<60 	5<chiso range<13 	70.1582	7.62912	38.4172	6.07361	39.8902	0.735855	0.211097
40 <pt<60 	6<chiso range<11 	70.1582	7.62912	38.4172	6.7139	39.406	0.393318	0.140472
40 <pt<60 	6<chiso range<12 	70.1582	7.62912	38.4172	6.60269	39.5134	0.448426	0.155978
40 <pt<60 	6<chiso range<13 	70.1582	7.62912	38.4172	6.7487	39.3724	0.376441	0.135631
40 <pt<60 	7<chiso range<12 	70.1582	7.62912	38.4172	5.8407	40.2523	0.881825	0.263848
40 <pt<60 	7<chiso range<13 	70.1582	7.62912	38.4172	6.12145	39.9802	0.709706	0.223883
40 <pt<60 	8<chiso range<13 	70.1582	7.62912	38.4172	6.51138	27.0487	0.106197	0.499479
#######################################################################################
60 <pt<400 	3<chiso range<8 	50.9659	3.69151	34.7513	3.6347	34.7844	0.040976	0.00531031
60 <pt<400 	3<chiso range<9 	50.9659	3.69151	34.7513	3.89966	34.5246	0.139999	0.0362333
60 <pt<400 	3<chiso range<10 	50.9659	3.69151	34.7513	3.33954	35.0589	0.276287	0.049587
60 <pt<400 	3<chiso range<11 	50.9659	3.69151	34.7513	3.32497	35.0681	0.288855	0.0510685
60 <pt<400 	3<chiso range<12 	50.9659	3.69151	34.7513	3.06262	35.2979	0.53789	0.0885383
60 <pt<400 	3<chiso range<13 	50.9659	3.69151	34.7513	3.43136	34.9884	0.198683	0.0381368
60 <pt<400 	4<chiso range<9 	50.9659	3.69151	34.7513	3.7829	34.6311	0.0633197	0.0192386
60 <pt<400 	4<chiso range<10 	50.9659	3.69151	34.7513	3.10304	35.3014	0.49675	0.0888864
60 <pt<400 	4<chiso range<11 	50.9659	3.69151	34.7513	3.10437	35.3018	0.495427	0.0889517
60 <pt<400 	4<chiso range<12 	50.9659	3.69151	34.7513	2.83382	35.5757	0.792492	0.133609
60 <pt<400 	4<chiso range<13 	50.9659	3.69151	34.7513	3.2863	35.1051	0.323077	0.0570652
60 <pt<400 	5<chiso range<10 	50.9659	3.69151	34.7513	3.49301	34.9236	0.148875	0.0276854
60 <pt<400 	5<chiso range<11 	50.9659	3.69151	34.7513	3.44097	34.9864	0.190875	0.0378189
60 <pt<400 	5<chiso range<12 	50.9659	3.69151	34.7513	3.04681	35.3661	0.554185	0.0993831
60 <pt<400 	5<chiso range<13 	50.9659	3.69151	34.7513	3.57802	34.8379	0.0830996	0.0138983
60 <pt<400 	6<chiso range<11 	50.9659	3.69151	34.7513	3.48967	34.9381	0.151637	0.0300297
60 <pt<400 	6<chiso range<12 	50.9659	3.69151	34.7513	2.9712	35.4482	0.6352	0.112791
60 <pt<400 	6<chiso range<13 	50.9659	3.69151	34.7513	3.57295	34.8458	0.0869463	0.0151686
60 <pt<400 	7<chiso range<12 	50.9659	3.69151	34.7513	2.31394	36.1053	1.55849	0.220675
60 <pt<400 	7<chiso range<13 	50.9659	3.69151	34.7513	2.92102	35.4978	0.691078	0.120891
60 <pt<400 	8<chiso range<13 	50.9659	3.69151	34.7513	3.19909	35.202	0.403325	0.0727604
#######################################################################################
