pt range	chiso range	FakeNumber	fitFake_number	fitFake_Err	closure
60 <pt<400 	5<chiso range<11 	4.94066e-324	4.0819	2.36837	1.72351
60 <pt<400 	5<chiso range<12 	4.94066e-324	4.15541	2.37655	1.74851
60 <pt<400 	5<chiso range<13 	4.94066e-324	4.29539	2.39518	1.79335
60 <pt<400 	6<chiso range<11 	4.94066e-324	3.81697	2.28731	1.66876
60 <pt<400 	6<chiso range<12 	4.94066e-324	3.93102	2.30831	1.70299
60 <pt<400 	6<chiso range<13 	4.94066e-324	3.94415	2.28301	1.72761
60 <pt<400 	7<chiso range<12 	4.94066e-324	3.65231	2.1963	1.66294
60 <pt<400 	7<chiso range<13 	4.94066e-324	3.70301	2.18577	1.69414
60 <pt<400 	8<chiso range<13 	4.94066e-324	3.60866	2.17279	1.66084
#######################################################################################
