pt range	chiso range	DataNumber	FakeNumber	TrueNumber	fitFake_number	fitTrue_number	closureFake_test	closureTrue_test
50 <pt<60 	8<chiso range<13 	28.8882	6.20069	15.0757	2.6868	14.4716	0.809091	0.0496079
#######################################################################################
60 <pt<400 	3<chiso range<8 	52.4825	9.2684	33.9545	6.11284	25.7104	0.319357	0.381063
60 <pt<400 	3<chiso range<9 	52.4825	9.2684	33.9545	6.13015	25.7104	0.316709	0.381063
60 <pt<400 	3<chiso range<10 	52.4825	9.2684	33.9545	6.42053	36.797	1.28344	0.41591
60 <pt<400 	3<chiso range<11 	52.4825	9.2684	33.9545	6.0154	37.199	1.56406	0.477741
60 <pt<400 	3<chiso range<12 	52.4825	9.2684	33.9545	6.27681	36.9272	1.37809	0.435736
60 <pt<400 	3<chiso range<13 	52.4825	9.2684	33.9545	6.18159	37.0199	1.44362	0.449968
60 <pt<400 	4<chiso range<9 	52.4825	9.2684	33.9545	6.16793	25.7104	0.310979	0.381063
60 <pt<400 	4<chiso range<10 	52.4825	9.2684	33.9545	6.39914	36.8224	1.29764	0.419845
60 <pt<400 	4<chiso range<11 	52.4825	9.2684	33.9545	5.94147	37.2757	1.61965	0.48965
60 <pt<400 	4<chiso range<12 	52.4825	9.2684	33.9545	6.24328	36.9614	1.40102	0.440996
60 <pt<400 	4<chiso range<13 	52.4825	9.2684	33.9545	6.14073	37.061	1.47243	0.456299
60 <pt<400 	5<chiso range<10 	52.4825	9.2684	33.9545	6.91559	36.2412	0.984654	0.332474
60 <pt<400 	5<chiso range<11 	52.4825	9.2684	33.9545	6.27219	36.9425	1.38189	0.438196
60 <pt<400 	5<chiso range<12 	52.4825	9.2684	33.9545	6.59165	36.6099	1.17433	0.38719
60 <pt<400 	5<chiso range<13 	52.4825	9.2684	33.9545	6.43095	36.7681	1.27568	0.411313
60 <pt<400 	6<chiso range<11 	52.4825	9.2684	33.9545	5.95464	37.278	1.61097	0.490205
60 <pt<400 	6<chiso range<12 	52.4825	9.2684	33.9545	6.38465	36.8235	1.30631	0.419869
60 <pt<400 	6<chiso range<13 	52.4825	9.2684	33.9545	6.22646	36.9767	1.41252	0.443335
60 <pt<400 	7<chiso range<12 	52.4825	9.2684	33.9545	6.23584	36.9659	1.40598	0.441662
60 <pt<400 	7<chiso range<13 	52.4825	9.2684	33.9545	6.07496	37.1234	1.51943	0.465898
60 <pt<400 	8<chiso range<13 	52.4825	9.2684	33.9545	5.44859	37.6833	2.02503	0.554596
#######################################################################################
