pt range	chiso range	FakeNumber	fitFake_number	fitFake_Err	closure
60 <pt<400 	4<chiso range<13 	7.66966	5.8879	1.87561	0.949963
60 <pt<400 	5<chiso range<10 	7.66966	6.10413	1.94506	0.804875
60 <pt<400 	5<chiso range<11 	7.66966	5.99205	1.90948	0.878569
60 <pt<400 	5<chiso range<12 	7.66966	6.17401	1.96695	0.76039
60 <pt<400 	5<chiso range<13 	7.66966	6.07967	1.93706	0.820826
60 <pt<400 	6<chiso range<11 	7.66966	6.16364	1.96431	0.766692
60 <pt<400 	6<chiso range<12 	7.66966	6.35706	2.02546	0.64805
60 <pt<400 	6<chiso range<13 	7.66966	6.2253	1.98362	0.728143
60 <pt<400 	7<chiso range<12 	7.66966	6.48022	2.06489	0.576031
60 <pt<400 	7<chiso range<13 	7.66966	6.30701	2.00987	0.677979
60 <pt<400 	8<chiso range<13 	7.66966	6.34251	2.0212	0.656615
#######################################################################################
